session_id,start_time,end_time,duration_min,noise_avg_db,noise_variance,light_lux_avg,light_variance,phone_pickups,user_location,session_completed,self_rated_focus,perceived_difficulty,mood,productivity_score,distractions_detected,ai_estimated_prod_score,notes
392,2025-01-11 14:14:00,2025-01-11 14:34:00,20,47.5,5.12,28.85,2.43,1,library,1,3,4,2,30,1,31,Good session
393,2025-01-12 11:44:00,2025-01-12 12:09:00,25,43.6,1.13,568.57,7.7,1,home,1,4,4,3,27,0,25,Great flow
394,2025-01-14 11:04:00,2025-01-14 11:34:00,30,46.05,6.76,379.46,35.46,2,home,1,7,4,4,66,3,58,Sun was annoying
395,2025-01-22 14:23:00,2025-01-22 14:43:00,20,34.3,8.56,355.63,11.95,0,home,0,8,2,4,70,5,76,Good session
396,2025-01-22 13:06:00,2025-01-22 13:31:00,25,40.88,1.71,255.63,30.43,0,cafe,1,4,5,4,46,0,53,Too noisy
397,2025-01-21 10:34:00,2025-01-21 10:54:00,20,37.12,4.92,479.37,1.38,0,home,1,8,4,5,68,1,71,Great flow
398,2025-01-14 19:52:00,2025-01-14 20:22:00,30,51.81,3.56,264.85,18.74,0,library,1,4,1,2,41,0,67,Stable productivity
399,2025-01-17 14:40:00,2025-01-17 15:00:00,20,30.77,4.56,186.3,8.15,1,outside,1,5,1,2,68,3,77,Good session
400,2025-01-16 10:42:00,2025-01-16 11:02:00,20,44.27,8.72,461.12,1.04,0,outside,1,5,1,1,33,2,9,Distracted
401,2025-01-12 08:33:00,2025-01-12 08:53:00,20,42.53,6.05,224.96,22.71,0,home,1,10,2,2,95,2,96,Felt tired
402,2025-01-11 16:59:00,2025-01-11 17:24:00,25,35.63,8.71,289.7,13.93,2,outside,1,3,1,3,38,3,52,Energy peak
403,2025-01-13 12:54:00,2025-01-13 13:19:00,25,49.32,5.53,93.29,17.78,0,outside,0,10,5,4,100,0,95,Energy peak
404,2025-01-21 16:15:00,2025-01-21 16:45:00,30,27.19,7.96,53.53,15.96,2,home,1,6,5,2,55,0,65,Hard to focus
405,2025-01-22 16:29:00,2025-01-22 16:49:00,20,46.75,8.97,370.02,24.19,0,cafe,1,7,4,5,68,1,83,Felt tired
406,2025-01-13 10:56:00,2025-01-13 11:21:00,25,51.6,9.89,433.31,21.07,2,outside,1,7,3,4,38,2,25,Energy peak
407,2025-01-20 14:55:00,2025-01-20 15:15:00,20,33.05,9.03,286.61,17.54,2,home,1,7,5,1,56,2,52,Great flow
408,2025-01-20 16:23:00,2025-01-20 16:43:00,20,45.79,3.72,304.65,14.51,2,library,0,6,3,1,63,0,71,Distracted
409,2025-01-19 18:21:00,2025-01-19 18:46:00,25,52.85,8.04,310.09,11.53,1,cafe,0,3,3,1,48,1,56,Great flow
410,2025-01-11 17:22:00,2025-01-11 17:42:00,20,29.65,10.56,326.07,12.14,0,outside,1,4,2,5,38,1,31,Distracted
411,2025-01-13 12:56:00,2025-01-13 13:26:00,30,41.72,7.95,71.21,17.56,0,home,1,4,4,4,55,3,63,Hard to focus
412,2025-01-11 12:15:00,2025-01-11 12:40:00,25,22.9,6.91,614.17,22.85,1,outside,1,8,1,1,64,3,78,Sun was annoying
413,2025-01-10 16:37:00,2025-01-10 17:07:00,30,52.52,14.57,60.55,14.49,2,cafe,1,9,5,4,100,3,92,Felt tired
414,2025-01-14 14:24:00,2025-01-14 14:54:00,30,44.81,6.27,240.78,29.02,2,library,1,6,5,3,86,2,88,Too noisy
415,2025-01-16 17:28:00,2025-01-16 17:58:00,30,29.8,0.89,126.69,18.78,2,library,1,8,2,2,85,1,86,Mediocre
416,2025-01-10 10:42:00,2025-01-10 11:07:00,25,37.42,8.33,214.1,18.41,0,outside,1,7,3,3,52,0,63,Mediocre
417,2025-01-15 16:40:00,2025-01-15 17:00:00,20,37.26,2.75,123.5,9.04,0,home,1,7,4,1,73,3,62,Too noisy
418,2025-01-21 13:59:00,2025-01-21 14:19:00,20,46.47,3.68,148.95,11.45,2,library,1,4,4,4,37,2,34,Felt tired
419,2025-01-10 17:24:00,2025-01-10 17:54:00,30,47.33,3.18,37.07,14.73,1,library,1,7,3,5,90,0,100,Distracted
420,2025-01-20 16:54:00,2025-01-20 17:14:00,20,56.03,4.07,3.28,25.93,1,library,1,6,3,4,45,0,68,Felt tired
421,2025-01-20 17:11:00,2025-01-20 17:31:00,20,34.64,3.33,277.07,33.92,0,library,1,10,5,5,82,0,95,Stable productivity
422,2025-01-18 16:16:00,2025-01-18 16:36:00,20,31.36,7.33,162.89,17.86,0,cafe,1,6,2,1,55,0,54,Too noisy
423,2025-01-10 09:14:00,2025-01-10 09:34:00,20,30.77,5.82,187.1,9.32,2,home,1,4,3,5,52,0,36,Mediocre
424,2025-01-14 08:34:00,2025-01-14 08:59:00,25,50.4,8.87,341.33,17.8,0,cafe,0,5,5,1,47,1,43,Good session
425,2025-01-24 08:12:00,2025-01-24 08:32:00,20,38.21,6.67,378.11,20.34,0,outside,0,1,3,3,5,3,9,Distracted
426,2025-01-13 15:43:00,2025-01-13 16:13:00,30,39.25,10.17,380.72,22.68,0,cafe,1,6,1,3,49,1,67,Energy peak
427,2025-01-21 08:31:00,2025-01-21 08:51:00,20,34.36,10.66,80.67,16.41,0,cafe,1,6,5,1,57,4,73,Mediocre
428,2025-01-21 14:40:00,2025-01-21 15:00:00,20,35.52,0.13,273.22,20.77,1,cafe,1,6,3,4,49,0,50,Energy peak
429,2025-01-10 13:14:00,2025-01-10 13:34:00,20,38.46,0.65,257.89,15.54,0,outside,1,10,3,4,97,6,100,Sun was annoying
430,2025-01-22 16:55:00,2025-01-22 17:20:00,25,42.24,1.74,283.73,15.0,2,outside,1,6,5,3,59,2,59,Felt tired
431,2025-01-17 10:16:00,2025-01-17 10:41:00,25,39.11,6.21,399.2,19.98,2,library,0,7,4,5,68,3,68,Felt tired
432,2025-01-11 16:05:00,2025-01-11 16:35:00,30,26.51,4.6,235.34,7.71,1,outside,1,7,4,2,68,3,63,Energy peak
433,2025-01-14 16:34:00,2025-01-14 16:54:00,20,44.16,3.46,310.44,9.78,0,cafe,1,8,4,4,62,0,65,Energy peak
434,2025-01-18 16:20:00,2025-01-18 16:45:00,25,43.35,8.09,96.0,7.69,2,outside,0,6,1,5,64,0,53,Good session
435,2025-01-14 13:15:00,2025-01-14 13:40:00,25,53.95,4.29,300.9,16.1,1,library,1,7,4,5,59,0,67,Great flow
436,2025-01-23 15:51:00,2025-01-23 16:16:00,25,34.34,9.29,474.16,19.99,2,cafe,1,9,1,5,96,1,93,Hard to focus
437,2025-01-23 17:11:00,2025-01-23 17:41:00,30,32.72,8.76,253.84,16.17,0,cafe,1,6,4,2,60,0,59,Hard to focus
438,2025-01-10 17:49:00,2025-01-10 18:19:00,30,62.25,2.72,383.69,10.17,0,home,0,5,5,4,64,4,64,Good session
439,2025-01-11 11:16:00,2025-01-11 11:41:00,25,31.19,13.21,311.44,6.81,2,library,1,6,3,3,67,2,66,Stable productivity
440,2025-01-20 14:23:00,2025-01-20 14:43:00,20,45.06,7.33,102.25,18.08,2,home,0,9,5,4,100,1,100,Stable productivity
441,2025-01-15 10:55:00,2025-01-15 11:15:00,20,47.46,4.81,323.79,14.4,0,cafe,1,5,3,2,43,2,32,Stable productivity
442,2025-01-11 17:19:00,2025-01-11 17:39:00,20,16.2,6.09,159.85,19.01,1,cafe,1,9,2,1,96,5,97,Too noisy
443,2025-01-11 15:33:00,2025-01-11 15:53:00,20,49.18,7.95,52.45,22.43,1,library,0,7,3,3,61,0,54,Energy peak
444,2025-01-18 14:05:00,2025-01-18 14:25:00,20,51.73,6.37,289.51,16.27,1,library,1,7,3,3,80,2,81,Sun was annoying
445,2025-01-18 11:30:00,2025-01-18 11:55:00,25,29.74,4.53,165.94,10.24,1,library,1,7,1,1,70,4,68,Hard to focus
446,2025-01-22 12:32:00,2025-01-22 12:57:00,25,35.58,8.75,470.86,11.79,1,home,1,7,1,5,61,2,63,Energy peak
447,2025-01-15 11:47:00,2025-01-15 12:07:00,20,40.93,5.99,242.5,10.68,0,outside,1,2,1,2,18,5,6,Stable productivity
448,2025-01-18 15:10:00,2025-01-18 15:35:00,25,43.2,5.36,101.77,16.23,0,library,1,7,4,1,99,5,100,Sun was annoying
449,2025-01-18 08:38:00,2025-01-18 09:08:00,30,49.75,3.39,638.28,18.54,0,outside,1,5,4,1,63,1,56,Stable productivity
450,2025-01-21 19:36:00,2025-01-21 19:56:00,20,30.57,8.5,123.73,6.28,0,outside,1,6,5,1,69,0,63,Great flow
451,2025-01-11 13:26:00,2025-01-11 13:51:00,25,32.53,5.3,212.62,11.72,0,cafe,1,5,2,4,48,0,61,Distracted
452,2025-01-13 12:00:00,2025-01-13 12:25:00,25,28.83,4.35,348.43,11.83,3,outside,0,8,4,3,66,0,78,Energy peak
453,2025-01-20 16:41:00,2025-01-20 17:06:00,25,39.75,6.74,296.88,35.83,0,cafe,1,3,4,4,51,1,69,Sun was annoying
454,2025-01-11 15:38:00,2025-01-11 16:03:00,25,56.41,5.61,483.51,16.41,0,library,0,5,2,5,20,2,10,Distracted
455,2025-01-10 19:14:00,2025-01-10 19:34:00,20,48.16,8.96,42.85,18.87,2,library,1,4,1,3,31,2,41,Energy peak
456,2025-01-24 08:06:00,2025-01-24 08:31:00,25,44.75,10.79,257.67,17.73,0,library,1,7,5,3,63,5,61,Stable productivity
457,2025-01-15 16:52:00,2025-01-15 17:22:00,30,26.83,3.18,329.89,12.56,1,cafe,1,3,4,1,20,2,19,Mediocre
458,2025-01-24 16:24:00,2025-01-24 16:49:00,25,40.51,1.76,352.94,15.83,0,library,1,7,5,4,79,2,78,Good session
459,2025-01-19 15:37:00,2025-01-19 16:02:00,25,54.59,4.36,357.87,14.11,2,outside,1,8,5,1,71,6,67,Felt tired
460,2025-01-17 12:46:00,2025-01-17 13:06:00,20,40.44,4.92,269.87,25.02,0,library,1,4,4,2,55,5,41,Hard to focus
461,2025-01-21 13:02:00,2025-01-21 13:27:00,25,38.72,7.77,247.87,10.68,0,home,1,7,5,2,65,1,84,Energy peak
462,2025-01-17 09:31:00,2025-01-17 09:51:00,20,43.1,4.0,353.79,0.43,1,library,1,7,1,2,71,4,59,Stable productivity
463,2025-01-22 15:20:00,2025-01-22 15:40:00,20,44.25,1.6,594.62,24.05,3,outside,0,6,5,2,73,3,67,Great flow
464,2025-01-20 14:01:00,2025-01-20 14:21:00,20,45.41,10.09,443.06,22.59,0,cafe,1,5,5,2,38,0,48,Distracted
465,2025-01-24 13:00:00,2025-01-24 13:25:00,25,46.71,6.74,68.28,16.56,0,home,1,2,3,5,33,2,41,Sun was annoying
466,2025-01-12 09:15:00,2025-01-12 09:45:00,30,27.75,7.82,370.31,16.41,2,outside,1,8,1,3,63,0,63,Sun was annoying
467,2025-01-19 10:35:00,2025-01-19 11:00:00,25,36.1,9.45,263.15,20.88,0,cafe,1,8,1,1,80,3,79,Hard to focus
468,2025-01-17 14:48:00,2025-01-17 15:08:00,20,49.94,2.15,413.59,13.77,3,cafe,0,4,2,3,47,1,53,Energy peak
469,2025-01-13 15:03:00,2025-01-13 15:33:00,30,45.93,7.32,194.39,0.28,0,home,1,7,2,1,43,4,41,Mediocre
470,2025-01-22 14:19:00,2025-01-22 14:39:00,20,41.72,10.13,121.51,16.29,0,cafe,1,6,1,5,77,1,72,Hard to focus
471,2025-01-24 19:17:00,2025-01-24 19:42:00,25,21.38,10.5,335.6,26.71,2,cafe,0,7,4,2,37,4,30,Stable productivity
472,2025-01-18 13:27:00,2025-01-18 13:52:00,25,58.52,7.01,300.13,17.54,0,library,1,5,2,5,49,1,53,Energy peak
473,2025-01-11 19:34:00,2025-01-11 19:54:00,20,54.83,2.39,236.91,23.89,1,home,1,5,1,5,34,2,41,Hard to focus
474,2025-01-13 10:50:00,2025-01-13 11:20:00,30,43.28,5.96,295.75,6.7,0,outside,1,5,5,2,53,2,57,Sun was annoying
475,2025-01-17 16:24:00,2025-01-17 16:54:00,30,32.59,4.25,271.58,31.03,0,outside,0,3,3,4,11,1,10,Energy peak
476,2025-01-20 18:28:00,2025-01-20 18:58:00,30,33.5,7.66,204.18,12.76,2,outside,1,5,5,2,72,2,65,Felt tired
477,2025-01-19 14:13:00,2025-01-19 14:38:00,25,45.16,8.39,27.35,15.84,0,outside,1,8,2,4,76,0,90,Good session
478,2025-01-10 19:35:00,2025-01-10 20:00:00,25,41.63,9.72,166.31,15.61,0,outside,0,6,4,3,61,3,90,Energy peak
479,2025-01-20 14:04:00,2025-01-20 14:29:00,25,39.4,10.38,13.63,23.0,1,library,1,7,3,2,63,2,68,Hard to focus
480,2025-01-14 14:53:00,2025-01-14 15:13:00,20,28.34,5.78,232.99,9.57,0,outside,1,7,4,1,82,6,88,Mediocre
481,2025-01-15 10:40:00,2025-01-15 11:10:00,30,28.54,10.07,544.95,10.92,0,outside,1,8,4,4,100,1,90,Distracted
482,2025-01-19 09:20:00,2025-01-19 09:45:00,25,46.44,7.94,247.06,3.46,2,outside,1,8,3,4,80,0,79,Distracted
483,2025-01-21 11:21:00,2025-01-21 11:46:00,25,55.98,4.55,121.1,28.21,1,library,1,6,3,5,62,0,74,Sun was annoying
484,2025-01-22 13:00:00,2025-01-22 13:25:00,25,39.63,1.88,550.69,7.79,1,home,1,7,4,5,72,2,65,Hard to focus
485,2025-01-15 11:04:00,2025-01-15 11:29:00,25,29.25,9.92,104.17,20.0,1,cafe,1,9,4,1,100,0,98,Great flow
486,2025-01-21 12:06:00,2025-01-21 12:26:00,20,27.33,8.93,103.23,1.19,2,library,1,6,5,3,63,3,64,Too noisy
487,2025-01-11 08:02:00,2025-01-11 08:27:00,25,45.21,4.83,292.7,2.85,0,home,0,7,4,1,75,3,80,Mediocre
488,2025-01-20 16:19:00,2025-01-20 16:49:00,30,34.7,2.47,518.02,19.07,0,cafe,1,4,4,5,54,0,38,Great flow
489,2025-01-10 08:31:00,2025-01-10 08:51:00,20,48.06,4.03,452.25,24.64,0,home,1,1,3,5,33,1,27,Stable productivity
490,2025-01-16 18:57:00,2025-01-16 19:22:00,25,29.82,12.35,41.2,19.65,3,outside,0,5,1,3,59,2,60,Mediocre
491,2025-01-21 08:18:00,2025-01-21 08:43:00,25,34.63,8.07,220.36,20.95,1,outside,1,5,1,5,54,1,47,Energy peak
492,2025-01-10 10:37:00,2025-01-10 10:57:00,20,46.55,2.24,372.95,13.2,3,outside,1,7,4,1,73,2,70,Too noisy
493,2025-01-22 11:46:00,2025-01-22 12:16:00,30,50.74,6.61,219.15,21.22,0,cafe,1,4,4,4,49,2,47,Great flow
494,2025-01-14 13:25:00,2025-01-14 13:55:00,30,39.31,10.84,428.9,19.97,1,library,0,5,5,1,40,5,41,Good session
495,2025-01-17 13:12:00,2025-01-17 13:37:00,25,41.81,5.02,358.61,10.23,1,library,1,5,1,2,51,1,56,Good session
496,2025-01-22 18:54:00,2025-01-22 19:24:00,30,25.77,4.77,389.25,11.58,0,library,1,10,1,3,73,2,74,Hard to focus
497,2025-01-20 13:50:00,2025-01-20 14:20:00,30,21.87,9.58,265.73,11.61,1,cafe,1,8,1,5,56,1,56,Mediocre
498,2025-01-10 09:18:00,2025-01-10 09:43:00,25,29.15,6.6,137.83,7.67,2,library,0,8,5,4,60,3,51,Energy peak
499,2025-01-15 18:43:00,2025-01-15 19:13:00,30,55.35,0.2,163.78,22.55,1,library,1,4,1,3,31,3,16,Stable productivity
500,2025-01-12 14:55:00,2025-01-12 15:25:00,30,44.27,8.26,206.74,22.25,1,outside,0,5,4,4,34,0,32,Sun was annoying
